YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Gender,Race,Age,Education,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2017,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2017,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2017,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2017,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2017,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2017,MO,Missouri,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2017,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2017,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2017,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2017,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2017,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2017,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2017,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2017,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2017,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2017,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2017,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2017,MO,Missouri,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2017,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2017,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2017,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2017,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2017,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2017,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2017,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2017,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2017,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2017,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2017,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2017,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2017,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2017,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2017,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2017,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2017,NE,Nebraska,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2017,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2015,US,National (States and DC),Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,NYTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2000,VI,Virgin Islands,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2017,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2017,NE,Nebraska,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2017,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2017,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2017,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2017,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2017,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2017,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2017,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2017,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2017,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2017,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2017,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2017,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2017,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2017,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2017,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2017,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2017,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2017,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2017,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2017,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2017,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2017,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2017,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2017,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2017,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2017,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2017,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2017,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2017,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2017,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2017,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2017,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2017,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2017,MO,Missouri,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2017,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
